id,page,filename,text_chunk
index_300t_chunks:Emerging-Trends_USCanada-2023.pdf-!52,20,Emerging-Trends_USCanada-2023.pdf," In a revolutionary move for the often-plodding institutional investor world, NCREIF plans to promote a new, expanded NPI Plus with all product subtypes as its headline benchmark. This subtle Exhibit 1-14 Net Office Absorption since COVID Onset by Building Age 86,794,297 2015present 20102014 2000s 1990s 1980s 1970s 1960s 77,454,006 Pre-1960 80,788,619 75,616 28,007,668 23,240,353 24,469,540 12,505,693 100 80 60 40 20 0 20 40 60 80 100 Net absorption Source: JLL Research. 2022 Jones Lang LaSalle IP Inc. All rights reserved. 17 change will effectively give investors more latitude to pursue less traditional asset types. may need to recognize in order to justify the transformative investment could be the greatest barrier to project feasibility. This change comes at a propitious time in the investment cycle as investors seek assets better positioned to outperform during more volatile market conditions. These include some of the more established subtypes like medical office, self-storage, and student and senior housing with strong demographic tailwinds supporting rising demand."
index_300t_chunks:Emerging-Trends_USCanada-2023.pdf-!220,75,Emerging-Trends_USCanada-2023.pdf," 85 2023 population 5-year projected change 5-year annual projected change Total Population distribution Business costs 2023 employment Industry location quotient Ages 024 Ages 2544 Ages 4564 Ages 65 and older 2023 real GMP per capita Real GMP per capita 5-year projected annual change 2023 real per capita income Real per capita income 5-year projected annual change Cost of doing business Total (000s) 5-year annual projected change STEM employment Office-using employment Goods- producing employment Tourism employment Exhibit 3-18 Economy Market United States Albuquerque Atlanta Austin Baltimore Birmingham Boise Boston Buffalo Cape CoralFort Myers Naples Charleston Charlotte Chattanooga Chicago Cincinnati Cleveland Columbus DallasFort Worth DeltonaDaytona Beach Denver Des Moines Detroit Fort Lauderdale Gainesville Greenville, SC Hartford Honolulu Houston Indianapolis Inland Empire Jacksonville Jersey City Kansas City, MO Knoxville Las Vegas Long Island Los Angeles Louisville Madison Memphis 334.21 8,334.0 33.3 380.7 266.8 41.6 19.9 86.1 106.7 (25.8) 0.92 6.29 2.47 2.84 1.18 0.84 4.89 1.15 1.23 0.84 2.75 0.57 9.43 2.25 2.07 2.18 8.08 0.71 3."
index_300t_chunks:2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf-!89,37,2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf," TAKE-UP IN DSSELDORF IN M 500,000 450,000 400,000 350,000 300,000 250,000 200,000 150,000 100,000 50,000 0 Source: bulwiengesa OFFICE SPACE COMPLETIONS IN DSSELDORF IN M 240,000 200,000 160,000 120,000 80,000 40,000 0 Source: bulwiengesa 2003 2006 2009 second half year 2012 2015 2018 first half year 2021 1992 1997 2002 2007 2012 2017 2022e Dsseldorf average 1992-2021 Frankfurt: Office space PRIME OFFICE RENT IN EUR PER M 50 45 40 35 30 25 20 15 10 5 "
index_300t_chunks:global-real-estate-markets-2023.pdf-!4,3,global-real-estate-markets-2023.pdf," One would argue that higher yielding assets offer greater value protection as they have a wider spread to the rising bond yields, and in some cases leverage can still be accretive. Yes, we think so. Japans economic recovery has lagged. The labor market improved in 2022, but is still soft relative to 2019. October inflation at 3.6 was the highest in four decades, but modest versus other countries. The pressure was also largely imported while domestic inflation stayed benign. In that context, maintaining the loose monetary policy appears the right thing to do. However, something has to give due to this diverging policy stance versus elsewhere. JPY succumbed to market forces and fell to a 32-year low as a result, putting pressure on the Bank of Japans (BoJ) decision. In reaction, the Ministry of Finance intervened in the FX market for the first time since 1998 to stabilize the currency. Page 4 of 8 The other would focus on fundamentals, and argue that even at a lower entry yield the potential for income growth over the investment period can mitigate some of the value depreciation from rising rates. We would side with the second argument. First, risk should define the yield. This means that assets with a higher risk profile will need to adjust to an even higher yield to maintain a risk premium over more core assets."
index_300t_chunks:Emerging-Trends_USCanada-2023.pdf-!247,91,Emerging-Trends_USCanada-2023.pdf,6 118.3 126.3 77.0 475.8 92.7 183.74 - -24.1 153.1 158.0 121.1 32.7 35.8 41.4 33.4 30.8 29.0 38.3 33.9 26.5 33.2 34.0 32.6 35.2 32.9 35.4 38.2 40.3 27.9 35.2 30.4 30.5 40.2 40.5 30.5 33.6 42.5 39.1 34.3 35.9 34.7 48.4 34.8 30.8 45.2 48.4 51.3 32.6 38.2 40.2 40.2 0.97 1.13 1.04 1.50 0.99 0.92 1.76 1.09 0.92 1.21 1.06 1.16 1.07 0.85 0.98 0.88 1.04 1.01 1.08 1.40 1.04 0.82 0.94 0.
index_300t_chunks:2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf-!116,46,2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf," Even landlords, though, who had so far en- joyed rising rents, are experiencing difficulties as they face tenant arrears on utility bills, galloping price rises for property upgrades and new building along with much higher financing costs. These adverse conditions are conspiring to hold back new building and upgrading, which means that the hoped-for improvement in housing supply in cities has stalled Many stress factors dampening the housing market 46 TOP 7: MARKET DATA RESIDENTIAL MARKET Population growth 2016 to 2021 Households Change 2016 to 2021 Housing completions 2017 to 2021 Unemployment rate July 2022 Initial rent (average) Q22022 One-year change Five-year change Berlin Cologne Dsseldorf Frankfurt Hamburg Munich Stuttgart Top 7 No. No. EURm 2.9 70,000 83,600 9.0 16.7 5.7 36.9 -0.3 6,900 12,650 8.7 14.3 3.6 16.3 1.0 5,300 12,400 6.9 13.8 3.0 9.5 3.1 14,700 22,100 5.9 17.3 0.6 16.1 2.4 46,100 47,500 7.1 15."
index_300t_chunks:2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf-!134,52,2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf," This document is being handed over solely for information purposes and may not be reproduced, redistributed to other persons or be otherwise pub- lished in whole or in part. All copyrights and user rights to this document, also with regard to electronic and online media, remain with DZ BANK. Whilst DZ BANK may provide hyperlinks to web sites of companies mentioned in this document, the inclusion of a link does not imply that DZ BANK endorses, recommends or guarantees any data on the linked page or accessible therefrom. DZ BANK accepts no responsibility whatsoever for any such links or data, nor for the consequences of its use. This document is not to be construed as and does not constitute an offer, or an invitation to make an offer, to buy securities, other financial instruments or other investment objects. Estimates, especially forecasts, fair value and or price expectations made for the investment objects analyzed in this document may prove incorrect. This may occur especially as a result of unpredictable risk factors. Such risk factors are in particular, but not exclusively: market volatility, sector volatility, measures undertaken by the issuer or owner, the general state of the economy, the non-realisability of earnings and or sales targets, the non-availability of complete and or precise information and or later occurrence of another event that could lastingly affect the underlying assumptions or other forecasts on which DZ BANK relies."
index_300t_chunks:2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf-!77,32,2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf," Whereas the level in Berlin and Munich was roughly back in line with for- mer average figures, it was slightly above in Hamburg and well above in Cologne and Stuttgart. In 2022, after a Covid-led period of weakness, huge interest in new office concepts and modern space in buildings which are as sustainable as possible has led to a sharp rise in prime rents. Prime rents have risen by an average of between just over 4 per cent and over 8 per cent in Berlin and Stuttgart against mid- 2021. At the half-way stage, prime rents ranged from EUR 26 per m2 in Cologne and Stuttgart to EUR 44 per m2 in Frankfurt. The figure in Berlin and Munich is only mar- ginally lower."
index_300t_chunks:2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf-!133,52,2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf,"1 of the Mandatory Disclosures, its distribution to recipients is subject to the section International Restrictions of Use and these additional rules: This document may only be brought into the Republic of Singapore by DZ BANK via the DZ BANK Singapore Branch, but not by other persons, and may only be disseminated there to accredited investors and or expert investors and used by them. This document may only be brought into the United States of America (USA) by DZ BANK and via Auerbach Grayson, but not by other persons, and may only be disseminated there to major U. S. institutional investors and used by them, if it solely comprises equity research. DZ BANK is neither allowed to bring documents on debt instruments into the USA nor to conclude transactions in debt instruments. If this document is expressly marked as Other Research Information in sub-section 1.1 of the Mandatory Disclosures, its dissemination to recipients is subject to these additional rules: It is neither allowed to provide Other Research Information to customers in the United States of America (USA) nor to conclude corresponding transac- tions with them. The dissemination of Other Research Information in the Republic of Singapore is in any case restricted to DZ BANK AG Singapore Branch. In all before named countries, this document may only be distributed in accordance with the respective applicable laws and rules, and persons obtaining possession of this document should inform themselves about and observe such laws and rules."
index_300t_chunks:Emerging-Trends_USCanada-2023.pdf-!222,89,Emerging-Trends_USCanada-2023.pdf,1 0.7 0.7 0.1 0.1 1.4 1.1 1.0 1.3 0.2 0.8 0.7 1.2 -0.2 -0.1 0.5 0.8 0.3 31 27 25 30 23 25 32 22 35 26 30 25 31 32 24 26 29 27 27 28 29 31 27 27 29 28 24 25 31 32 29 31 32 28 33 34 26 29 34 29 26 38 31 29 29 35 33 34 30 31 32 29 30 27 28 30 33 32 23 28 28 26 28 27 26 
index_300t_chunks:Emerging-Trends_USCanada-2023.pdf-!274,99,Emerging-Trends_USCanada-2023.pdf," As we noted, some interviewees are looking at pausing housing developmentsoften condo projectsas they deal with cost and financing challenges as well as soften- ing demand due to rising interest rates. As that happens, and especially if projections of cancellations continue to materialize, the supply and affordability challenge will not go away even if the housing market cools for the time being. And, as the Canada Mortgage and Housing Corp. (CMHC) noted earlier in 2022, the number of new units required to restore reasonable affordability levels is high. Taking into account a number of factors, including income and demographic trends, CMHC estimated that Canada would need to build an additional 3.5 million units to restore housing affordability by 2030. This number is above and beyond the 2.3 million units projected to be built between 2021 and 2030. The findings suggest that the country needs to build a total of 5.8 million homes over that time period, which is a high number considering that, according to CMHCs spring 2022 housing market outlook, there were only about 271,000 housing starts in Canada in 2021. These reports only reinforce the fact that what is truly driving the affordability crisis is a lack of supply and is a signal that Canada does not have the capacity to meet housing demand. Addressing the Supply Issue from All Angles More recent policy discussions and actions have acknowledged what needs to be done to address affordability."
index_300t_chunks:2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf-!57,25,2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf," The sharp increase in overnight stays in 2022 is therefore a positive development. However, trade fair business could remain weak for a more prolonged period, partly due to the loss of the IAA auto show to the Munich trade fair. Frankfurt is a strong retail location with its two prime locations Zeil and Goethestrae as well as several large shopping centres. Another plus point is the fairly moderate decline in prime rents given the negative conditions. By the end of 2021 they had fallen by around 8 per cent to EUR 275 per m2 and have since remained unchanged. Plans for the City of Frankfurt to play an active role in the development of the city centre - some of which is not very attractive - are also positive. A total of EUR 30m is to be invested in city centre projects, with the aim of upgrading the quality of stay. How- ever, retail is also playing a role here. For example, the Galeria store at the entrance to the Zeil has been remodelled into the Weltstadthaus and has been visibly upgraded while remaining open. The former sports arena building which is also close to the Hauptwache is being demolished and will be replaced by 2024 by a modern commercial building with offices. FRANKFURT: SPACE RENTAL IN CITY CENTRE LOCATIONS IN M 25,000 FRANKFURT: MONTHLY TOURISM STATISTICS NO."
index_300t_chunks:bouwinvest_international-market-outlook_2023-2025-1.pdf-!25,26,bouwinvest_international-market-outlook_2023-2025-1.pdf," Excluding Japan, the capital value decrease is expected to be closer to 7.5 in that year. Stabilization is anticipated to occur in 2024- 2025, with capital growth averaging 1 per annum for the region as a whole during this period. Bouwinvest Outlook 2023-2025 26 Asia Pacific Retail The shopping centre market has also been pressured in the APAC region, but bricks-and-mortar retail in Asia appears to be more resilient relatively speaking than in other parts of the world. First, there is less shopping centre space per head in (emerging) Asian markets than in the U. S. or Europe. Second, the growing middle class in Asia, together with rising wages, are boosting consumer spending and (online) retail sales. Third, Asia has been quick to adopt omni-channel retailing - combining a broad online product offering with high-standard in-store customer service experience - and to include food beverage, entertainment and leisure in its facilities. Modern Asian shopping centres are, moreover, generally built as part of a mixed-use scheme including residential, office and hotels, which ensures footfall and embeds the centre into the community. Finally, climate change and more humid weather conditions have turned shopping centres into preferred meeting places in Hong Kong and Singapore, for example. The region is, however, far more heterogeneous than North America or Europe and some cities and markets, for example in Australia, are experiencing excess supply of shopping centre space."
index_300t_chunks:2023_Housing_market_outlook__Price_dip_and_interes.pdf-!55,11,2023_Housing_market_outlook__Price_dip_and_interes.pdf," In 2015 to 2022, the spread was almost 140 basis points. Presumably, premiums for future interest rate increases were factored in during this phase. There is also discussion about whether the sectoral systemic risk buffer for residential real estate, which increases banks' capital costs, could be removed again. This was introduced in the boom phase to prevent overheating, but now makes lending more expensive and weighs on construction. Due to slightly higher interest rates, but at the same time falling risk premiums, we do not expect 5-10 year mortgage rates to rise further. In February 2023, the interest rate level was 3.6 and this is also our forecast for year-end 2023. However, the high volatility in Bund yields in recent months is likely to persist and could also be transmitted to mortgage rates in the future. We expect a level of 3.8 at year-end 2024. Mortgage lending: New business with only moderate recovery New lending business amounted to around EUR 260 billion in 2022, with the two half-years showing very different trends. In the first banks lend slightly more than EUR 160 billion and after the interest rate shock in the second half of the year less than EUR 100 billion. Our estimation model attributes this decline almost entirely to the rise in interest rates. Consequently, the high economic and political uncertainty had hardly any effect in 2023."
index_300t_chunks:isa-outlook-2023.pdf-!5,2,isa-outlook-2023.pdf," Prospective: In the year 2025 The lessons of the early 1990s are clear: real estate down-cycles do not last forever. Reflecting on the frightening memories of plummeting values, empty buildings, bankruptcies and the Resolution Trust Corporation , suggests that the current round of credit tightening is likely to pale in comparison. The 2023 edition of LaSalles ISA Outlook anticipates the impacts of the rising cost of credit, a stall in economic growth and a pause in the multi-decade pattern of real estate appreciation. However, it does not extrapolate these trends far into the future. The human tendency to latch onto a few pieces of information and to expect that a narrow set of recent facts will shape future events is known as anchoring bias. When investing in a long-duration asset class like real estate, a longer-term, holistic view is more valuable. In 2014, the apocalyptic visions of German film director, Fritz Langs 1927 masterpiece Metropolis were put alongside the 1960s rock song 2525. The irony of bringing together dark images from one era, while listening to music from another, through the technology of a more recent YouTube artist is symbolic of how imperfectly clever we are at predicting the future."
index_300t_chunks:Emerging-Trends_USCanada-2023.pdf-!284,103,Emerging-Trends_USCanada-2023.pdf, Morgan Beam The Glenview Corporation Jake Shabinsky Goldman Sachs Alex Cheek Nick ONeill Neil Wolitzer Government of New Brunswick Todd Selby Green Cities Molly Bordonaro Green Mesa Capital LLC Randy C. Norton Green Street Cedrik Lachance Greenberg Traurig Chuck Abrams Greystar Groupe Commercial AMT Jrme Jolicoeur Grubb Properties Clay Grubb GWL Realty Advisors Paul Finkbeiner H. J. Russell Company Delilah Wynn-Brown Hawkeye Partners Bret Wilkerson Hawkins Partners Inc. Landscape Architects Kim Hawkins Hazelview Investments Michael Tsourounis Heitman Aki Dellaportas Herity Limited Brad Foster Hugh Heron Hersha Hospitality Trust Ashish Parikh Jay Shah High Street Logistics Properties Robert Chagares Andy Zgutowicz Hilco Redevelopment Partners Jason Gill Hines Mark Cover Josh Scoville David Steinbach H. J. Russell Company Delilah Wynn-Brown HKS Architects Emir Tursic Holladay Properties Allen Arender Homes by WestBay Willy Nunn Hopewell Murray Degirolamo Jason Kraatz David Loo Houlihan Lokey Nick Way Hughes Investments Inc. Phil Hughes Hullmark Development Ltd. Jeff Hull iA Financial Group Claude Sirois ICM Realty Group John Courtliff IDI Logistics Chris Kazanowski Shawn Warren Immeuble populaire de Qubec inc.
index_300t_chunks:Emerging-Trends_USCanada-2023.pdf-!118,44,Emerging-Trends_USCanada-2023.pdf," economy,  Consumer confidence ,  The rate of inflation ,  Interest rates ,  The pace of sales for residential housing ,  The stock market ,  Pent-up demand for senior living settings ,  Development currently underway ,  New competition in the form of recently opened properties since the pandemic began, and  Local market area demand and supply pressures. Continued next page. continued next page 41 s e s a e r c n i y a p e e y o p m E l 12 10 8 6 4 2 0 2 Senior Housing Rent Growth and Employee Pay Increases, Primary U. S. Markets, 20072022 Pay increases, assisted living employees Independent living rent growth Assisted living rent growth 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 Source: NIC MAP Data Service, 2022 National Investment Center for Seniors Housing Care Inc. (NIC). Note: Rent growth is change in annual asking rent. For 2022, wage growth is as of first quarter and rent growth is as of second quarter. Staffing challenges. Of importance, labor also is a key consideration, with an increasing number of operators citing labor shortages as a potential limiting constraint on growth."
index_300t_chunks:Emerging-Trends_USCanada-2023.pdf-!29,13,Emerging-Trends_USCanada-2023.pdf,"  Rising debt costs and restrictive underwriting standards are also limiting transaction volumes. Exhibit 1-5 Anticipated Changes in Commercial Mortgage Rates, Inflation, Cap Rates, and Expected Returns, Next Five Years Increase Increase substantially Remain stable at current levels Decrease 100 80 60 40 20 0 2023 Next 5 years Ination 2023 Next 5 years Commercial mortgage rates 2023 Real estate cap rates Next 5 years 2023 Next 5 years Investor return expectations Source: Emerging Trends in Real Estate 2023 survey. Note: Based on U. S. respondents only. 9  The denominator effect may force some institutional inves- tors to reduce their CRE exposure, but any negative impact could be limited by the growing market share held by nontraded REITs, high-net-worth investors, and other non- institutional investors. One of our key themes last year was Everyone Wants In, reflecting the deep and wide investor demand for just about every type of real estate, except central business district (CBD) office and regional malls. Sales volumes jumped to over $800 billion in 2021, according to MSCI Real Assetsalmost double the depressed total in the first pandemic year of 2020 and nearly one-third more than the prior $600 billion record reached in 2019."
index_300t_chunks:Deloitte 2023 Commercial Real Estate Outlook.pdf-!55,35,Deloitte 2023 Commercial Real Estate Outlook.pdf, Copyright  2022 Deloitte Development LLC. All rights reserved. Member of Deloitte Touche Tohmatsu Limited
index_300t_chunks:2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf-!53,24,2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf," OF OVERNIGHT STAYS 700,000 600,000 500,000 400,000 300,000 200,000 100,000 0 H1 2022 H1 2021 H1 2020 H1 2019 average 2015-2019 J 2019 F M A M J J S O N D 2020 2022 A 2021 Source: bulwiengesa Source: City of Cologne DSSELDORF: PRIME RETAIL RENTS BASED ON LOCATION IN EUR PER M 2000 2003 2006 2009 2012 2015 2018 2021 prime rent 1A locations average rent 1A locations prime rent 1B locations Source: bulwiengesa Retail: Dsseldorf city centre resilient in the pandemic Dsseldorf: Retail space PRIME RETAIL RENTS (QUARTER) IN EUR PER M 320 300 280 260 240 220 200 2008 2010 2012 Dusseldorf 2014 2018 2016 Top-7 2020 2022 Source: bulwiengesa Dsseldorf has clearly developed successfully as a shopping location. Various urban planning measures, large infrastructure projects and major investment in new and existing retail properties have significantly enhanced the attractions of the city centre."
index_300t_chunks:isa-outlook-2023.pdf-!75,21,isa-outlook-2023.pdf," A recession in early 2023 is inevitable in Europe. The cumulative effect of mortgage rate increases and the higher price of goods, services and energy will leave European households and corporates weaker than elsewhere. Weakened currencies could help European exports, but most other economies are slowing too, so it is unlikely to be a salvation for European companies Although households and corporates have higher expectations of government support than at any other time in history, conditioned by experiences since the GFC and the pandemic, sovereign balance sheets are less able than ever to sustain such support. This situation will be even more pronounced in the UK, with its faster time frame for quantitative tightening (QT) allied to its recent chastening by bond markets. The ECB, even once it begins QT of the main balance sheet, will still maintain a spread-control tool allowing for selective purchases of peripheral government debt to set a channel around eurozone sovereign borrowing rates. The relatively limited capacity of European government coffers to support productivity- enhancing investment does, however, offer an opportunity for private sector investors. The removal of the interest rate distortions that were the objective of QE will allow capital allocators to better assess investment projects, hopefully allowing for growing the capital stock rather than inflating speculative asset bubbles. Although the return to more historically typical levels of interest rates will be jarring, the equilibrium state is potentially benign. Europes structural demographic profile suggests a relatively low growth, low inflation, low interest rate long-run equilibrium is in the offing."
index_300t_chunks:Deloitte 2023 Commercial Real Estate Outlook.pdf-!19,14,Deloitte 2023 Commercial Real Estate Outlook.pdf,"3 billion in 2021 exceeding the combined 20162019 total, have been responsible for numerous breakthroughs and can be much nimbler when choosing locations than large corporations can be.47 Alternatives: Data centers, senior housing, and life sciences DATA CENTERS The mass adoption of digital technologies, coupled with the continued surge in demand for cloud computing and storage, has driven record demand for data centers. Hyperscalersthe largest data center occupiers, primarily cloud services firms comprise most of that absorption.42 Despite demand growth, data centers are not insulated from supply chain issues. Disruptions in the availability of semiconductors, a primary component in data center infrastructure, along with building construction equipment, could impact operations and new development through 2022 and beyond.43 Strained supply and increasing cost of land will likely put upward pressure on rents. Survey respondents from AP indicated that they believe digital economy properties provide the best risk-adjusted opportunities compared to all other property types over the next 12 to 18 months. SENIOR HOUSING The pandemic put the senior living sector under extreme operational pressure, though investment increased considerably as vaccines and therapies became available. Price-per-bed increased 22 in 2021, and investment volume increased 61 by year-end 2021.44 The outlook for this sector is considered optimistic, largely due to an aging global population as baby boomers continue to age into this demographic. In the United States alone, nearly 1."
index_300t_chunks:2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf-!70,30,2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf," The financial market experts questioned as part of the ZEW Financial Market Survey see both the current situation and economic expectations deep in negative territory. In contrast, among companies, there is a yawning gap between the current situation and expectations: Whereas companies are still relatively upbeat about the current situation, expectations in the ifo Business Climate Index have vir- tually slumped, pulling the index down overall and leading to an unusually large gap between the current situation and expectations. RISING ENERGY PRICES AND WORRIES ABOUT GAS SUPPLIES DAMPENING SENTIMENT AMONG COMPANIES IFO BUSINESS CLIMATE INDEX IN POINTS 110 105 100 95 90 85 80 75 70 2006 2012 2008 2010 expectations business conditions 2014 2016 2018 2020 2022 ifo business climate Source: ifo Institute As per August 2022 AFTER EXPECTATIONS, MARKET PARTICIPANTS NOW ALSO"
index_300t_chunks:2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf-!123,48,2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf,8 3.5 Prime rent 2021 EUR per pro m B-1 loca- tions 125 80 80 82 70 185 77 109 District loca- tions 47 35 46 42 72 75 34 52 Vacancy rate () Q2 2021 Q2 2022 2023e 4-4.5 3.2-3.5 8-8.5 8.5-8.9 4.2-4.5 4.2-4.7 4.2-4.7 2.6 3.2 7.1 7.4 3.8 3.5 3.1 4.1 3.5 2.8 7.7 8.1 3.8 3.9 3.8 4.5 Rent 2021 EUR per m Maximum initial rent Re-lets 24.5 20.5 21.0 25.5 22.9 30.5 22.0 24.4 10.9 12.1 11.6 14.6 12.8 18.0 14.8 13.
index_300t_chunks:2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf-!26,13,2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf,"2 0.9 0.6 0.3 0.0 -0.3 -0.6 -0.9 Source: CBRE Capital market conditions have altered fundamentally for investors within a short period. Bond yields, which had descended into negative territory over decades, have risen sharply as inflation has climbed. Ten-year Bund yields increased from minus 0.4 per cent last December to nearly 1.8 per cent in June 2022, before slipping back to just over 1.5 per cent by the beginning of September. This has eroded the yield advantage of real estate investment. Although initial rental yields for commercial real estate and residential portfolios have fallen in a similar way to bond yields in recent years, their high yield advantage largely continued until 2021. Furthermore, financing costs for prime properties in the top locations are in some cases higher than the initi- al rental yield, and borrowed capital can no longer therefore be used to raise the total return. Initial rental yields of well below 3 per cent have become less attractive to investors. True, there are signs of an increase in rental yields. However, the willingness of sellers to accept lower purchase prices is limited."
index_300t_chunks:isa-outlook-2023.pdf-!67,18,isa-outlook-2023.pdf," International visitor volumes in Japan and South Korea are expected to rebound in 2023, given further easing in travel restrictions from October 2022. In China, the return of international visitors remains highly dependent on the trajectory of the COVID-Zero policy. International visitors to most Asia Pacific countries are unlikely to return to their pre- pandemic levels until Chinese visitors, a significant source of visitor demand, return . Hotels targeting leisure travel are Hongqiao Project Hong Kong, China  In China, easing monetary policy and the rapid development of the REIT market are expected to support real estate market liquidity, particularly from domestic investors.  Tightening financial conditions, especially in South Korea and Australia, could create opportunities for higher return strategies. For investors with a higher risk tolerance, we recommend preserving dry powder and monitoring for pockets of price adjustment. It is time to be a patient opportunistwaiting and watching for attractive discounts if dislocation occurs in this region. LOOKING AHEAD  The math of rising interest rates in many Asia Pacific markets is expected to weigh on returns. In this environment, we recommend going back to basics. Supply-demand dynamics are critical in the context of a slowing economy with rising tenant operating costs. Market, submarket and asset selection are key, even in the favored sectors. Focus on asset management to achieve return targets instead of counting on market growth."
index_300t_chunks:outlook-real-estatet-market-germany-dec-2022.pdf-!2,2,outlook-real-estatet-market-germany-dec-2022.pdf," Graph 2: Economic cycles and office space take-up Top 7 office take-up (rhS) GDP grwoth (lhS) 2 9 9 1 3 9 9 1 4 9 9 1 5 9 9 1 6 9 9 1 7 9 9 1 8 9 9 1 9 9 9 1 0 0 0 2 1 0 0 2 2 0 0 2 3 0 0 2 1 1 1 7 0 0 2 5 0 0 2 8 0 0 2 6 0 0 2 4 0 0 2 Source Bulwiengesa, Focus Economics, National Statistics Office 9 0 0 2 0 2 0 2 "
index_300t_chunks:Emerging-Trends_USCanada-2023.pdf-!272,98,Emerging-Trends_USCanada-2023.pdf,"  As further evidence of the growth of secondary cities and suburbs, the fastest-growing census metropolitan areas were Kelowna, British Columbia , Oshawa, Ontario , and Halifax . These growth rates were well above the average of 0.5 percent across all census metropolitan areas. We can also see evidence of these trends in international immigration statistics published by Statistics Canada. While international immigration is critical to the continuing growth of Canadas largest cities, it is also true that the share of permanent residents settling in regions like Toronto has been declining over time. Looking at Halifax, which is among the cities we have been watching in recent years for the impacts of changing migration trends, the opposite has happened. Its share of immigrants to Canadas census metropolitan areas rose to 1.4 percent in 20202021 from 0.5 percent in 20012002. We can see the impacts of all these trends on housing afford- ability in places like Halifax. According to the RBCs latest report, the affordability measure for Halifax reached 38.6 per- cent for a single-family detached home, which was well above the long-term average of 31.6 percent for Halifax."
index_300t_chunks:Deloitte 2023 Commercial Real Estate Outlook.pdf-!7,7,Deloitte 2023 Commercial Real Estate Outlook.pdf," While North American respondents felt that changes in tax policies were of greatest concern (37), European respondents are most concerned about the impacts of climate change (33) and those in AsiaPacific (AP) cite supply chain disruption as their No. 1 concern (40). 5 FIGURE 2A Respondents views on the biggest challenges to their organizations nancial performance varied signicantly by region Top concerns over the next 1218 months North America Changes in tax policies Sustained high ination Workforce management Climate-related regulatory action Accelerating technology capabilities Public health mandates Increased cost of labor Currency volatility Supply chain disruptions Rising interest rates Increased cost of construction materials Regional political instability Cyber risk Climate change Europe Climate change Cyber risk 37 35 35 33 33 32 31 31 30 30 29 29 29 28 Workforce management Climate-related regulatory action Increased cost of construction materials Accelerating technology capabilities Public health mandates Currency volatility Sustained high ination Supply chain"
index_300t_chunks:isa-outlook-2023.pdf-!16,5,isa-outlook-2023.pdf,"4 Long-term inflation expectations remain subdued Inflation-protected yields anticipating a deceleration of inflation Breakeven rate between nominal and inflation-protected risk-free rates 200 150 100 50 0 -50 -100 transition to a living with COVID period. We have reached that milestone in most parts of the world. The virus is no longer a major constraint on life in many countries. While some things have not returned to the way they were pre- pandemic, that has been due to other factors, such as shifting preferences, not infection counts and restrictions. A year ago, key uncertainties surrounding our predictions for moving beyond the acute pandemic phase were around issues like new COVID variants and booster deployment. As for todays economic situation, key uncertainties include:  How long will it take for inflation to come under control? How high must interest rates go in the meantime? There have recently been signs that inflation is peaking, but such hopes could prove fleeting.  How severe an economic slowdown will be required to stabilize in inflation? Will the downturn be steep or shallow? Long or short in duration?  Longer term, will inflation become endemic, remaining sticky at a higher level than observed in recent decades? There are reasons for optimism. Labor markets across developed economies are in almost universally good health. Some of the initial triggers of this inflationary episode, such as supply chain pressures, seem to be resolving."
